section,emoji_handle,emoji_link
Places,performing_arts,http://www.emoji-cheat-sheet.com/graphics/emojis/performing_arts.png
Places,round_pushpin,http://www.emoji-cheat-sheet.com/graphics/emojis/round_pushpin.png
Places,triangular_flag_on_post,http://www.emoji-cheat-sheet.com/graphics/emojis/triangular_flag_on_post.png
Places,jp,http://www.emoji-cheat-sheet.com/graphics/emojis/jp.png
Places,kr,http://www.emoji-cheat-sheet.com/graphics/emojis/kr.png
Places,cn,http://www.emoji-cheat-sheet.com/graphics/emojis/cn.png
Places,us,http://www.emoji-cheat-sheet.com/graphics/emojis/us.png
Places,fr,http://www.emoji-cheat-sheet.com/graphics/emojis/fr.png
Places,es,http://www.emoji-cheat-sheet.com/graphics/emojis/es.png
Places,it,http://www.emoji-cheat-sheet.com/graphics/emojis/it.png
Places,ru,http://www.emoji-cheat-sheet.com/graphics/emojis/ru.png
Places,gb,http://www.emoji-cheat-sheet.com/graphics/emojis/gb.png
Places,uk,http://www.emoji-cheat-sheet.com/graphics/emojis/uk.png
Places,de,http://www.emoji-cheat-sheet.com/graphics/emojis/de.png
Symbols,one,http://www.emoji-cheat-sheet.com/graphics/emojis/one.png
Symbols,two,http://www.emoji-cheat-sheet.com/graphics/emojis/two.png
Symbols,three,http://www.emoji-cheat-sheet.com/graphics/emojis/three.png
Symbols,four,http://www.emoji-cheat-sheet.com/graphics/emojis/four.png
Symbols,five,http://www.emoji-cheat-sheet.com/graphics/emojis/five.png
Symbols,six,http://www.emoji-cheat-sheet.com/graphics/emojis/six.png
Symbols,seven,http://www.emoji-cheat-sheet.com/graphics/emojis/seven.png
Symbols,eight,http://www.emoji-cheat-sheet.com/graphics/emojis/eight.png
Symbols,nine,http://www.emoji-cheat-sheet.com/graphics/emojis/nine.png
Symbols,keycap_ten,http://www.emoji-cheat-sheet.com/graphics/emojis/keycap_ten.png
Symbols,1234,http://www.emoji-cheat-sheet.com/graphics/emojis/1234.png
Symbols,zero,http://www.emoji-cheat-sheet.com/graphics/emojis/zero.png
Symbols,hash,http://www.emoji-cheat-sheet.com/graphics/emojis/hash.png
Symbols,symbols,http://www.emoji-cheat-sheet.com/graphics/emojis/symbols.png
Symbols,arrow_backward,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_backward.png
Symbols,arrow_down,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_down.png
Symbols,arrow_forward,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_forward.png
Symbols,arrow_left,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_left.png
Symbols,capital_abcd,http://www.emoji-cheat-sheet.com/graphics/emojis/capital_abcd.png
Symbols,abcd,http://www.emoji-cheat-sheet.com/graphics/emojis/abcd.png
Symbols,abc,http://www.emoji-cheat-sheet.com/graphics/emojis/abc.png
Symbols,arrow_lower_left,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_lower_left.png
Symbols,arrow_lower_right,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_lower_right.png
Symbols,arrow_right,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_right.png
Symbols,arrow_up,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_up.png
Symbols,arrow_upper_left,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_upper_left.png
Symbols,arrow_upper_right,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_upper_right.png
Symbols,arrow_double_down,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_double_down.png
Symbols,arrow_double_up,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_double_up.png
Symbols,arrow_down_small,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_down_small.png
Symbols,arrow_heading_down,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_heading_down.png
Symbols,arrow_heading_up,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_heading_up.png
Symbols,leftwards_arrow_with_hook,http://www.emoji-cheat-sheet.com/graphics/emojis/leftwards_arrow_with_hook.png
Symbols,arrow_right_hook,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_right_hook.png
Symbols,left_right_arrow,http://www.emoji-cheat-sheet.com/graphics/emojis/left_right_arrow.png
Symbols,arrow_up_down,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_up_down.png
Symbols,arrow_up_small,http://www.emoji-cheat-sheet.com/graphics/emojis/arrow_up_small.png
Symbols,arrows_clockwise,http://www.emoji-cheat-sheet.com/graphics/emojis/arrows_clockwise.png
Symbols,arrows_counterclockwise,http://www.emoji-cheat-sheet.com/graphics/emojis/arrows_counterclockwise.png
Symbols,rewind,http://www.emoji-cheat-sheet.com/graphics/emojis/rewind.png
Symbols,fast_forward,http://www.emoji-cheat-sheet.com/graphics/emojis/fast_forward.png
Symbols,information_source,http://www.emoji-cheat-sheet.com/graphics/emojis/information_source.png
Symbols,ok,http://www.emoji-cheat-sheet.com/graphics/emojis/ok.png
Symbols,twisted_rightwards_arrows,http://www.emoji-cheat-sheet.com/graphics/emojis/twisted_rightwards_arrows.png
Symbols,repeat,http://www.emoji-cheat-sheet.com/graphics/emojis/repeat.png
Symbols,repeat_one,http://www.emoji-cheat-sheet.com/graphics/emojis/repeat_one.png
Symbols,new,http://www.emoji-cheat-sheet.com/graphics/emojis/new.png
Symbols,top,http://www.emoji-cheat-sheet.com/graphics/emojis/top.png
Symbols,up,http://www.emoji-cheat-sheet.com/graphics/emojis/up.png
Symbols,cool,http://www.emoji-cheat-sheet.com/graphics/emojis/cool.png
Symbols,free,http://www.emoji-cheat-sheet.com/graphics/emojis/free.png
Symbols,ng,http://www.emoji-cheat-sheet.com/graphics/emojis/ng.png
Symbols,cinema,http://www.emoji-cheat-sheet.com/graphics/emojis/cinema.png
Symbols,koko,http://www.emoji-cheat-sheet.com/graphics/emojis/koko.png
Symbols,signal_strength,http://www.emoji-cheat-sheet.com/graphics/emojis/signal_strength.png
Symbols,u5272,http://www.emoji-cheat-sheet.com/graphics/emojis/u5272.png
Symbols,u5408,http://www.emoji-cheat-sheet.com/graphics/emojis/u5408.png
Symbols,u55b6,http://www.emoji-cheat-sheet.com/graphics/emojis/u55b6.png
Symbols,u6307,http://www.emoji-cheat-sheet.com/graphics/emojis/u6307.png
Symbols,u6708,http://www.emoji-cheat-sheet.com/graphics/emojis/u6708.png
Symbols,u6709,http://www.emoji-cheat-sheet.com/graphics/emojis/u6709.png
Symbols,u6e80,http://www.emoji-cheat-sheet.com/graphics/emojis/u6e80.png
Symbols,u7121,http://www.emoji-cheat-sheet.com/graphics/emojis/u7121.png
Symbols,u7533,http://www.emoji-cheat-sheet.com/graphics/emojis/u7533.png
Symbols,u7a7a,http://www.emoji-cheat-sheet.com/graphics/emojis/u7a7a.png
Symbols,u7981,http://www.emoji-cheat-sheet.com/graphics/emojis/u7981.png
Symbols,sa,http://www.emoji-cheat-sheet.com/graphics/emojis/sa.png
Symbols,restroom,http://www.emoji-cheat-sheet.com/graphics/emojis/restroom.png
Symbols,mens,http://www.emoji-cheat-sheet.com/graphics/emojis/mens.png
Symbols,womens,http://www.emoji-cheat-sheet.com/graphics/emojis/womens.png
Symbols,baby_symbol,http://www.emoji-cheat-sheet.com/graphics/emojis/baby_symbol.png
Symbols,no_smoking,http://www.emoji-cheat-sheet.com/graphics/emojis/no_smoking.png
Symbols,parking,http://www.emoji-cheat-sheet.com/graphics/emojis/parking.png
Symbols,wheelchair,http://www.emoji-cheat-sheet.com/graphics/emojis/wheelchair.png
Symbols,metro,http://www.emoji-cheat-sheet.com/graphics/emojis/metro.png
Symbols,baggage_claim,http://www.emoji-cheat-sheet.com/graphics/emojis/baggage_claim.png
Symbols,accept,http://www.emoji-cheat-sheet.com/graphics/emojis/accept.png
Symbols,wc,http://www.emoji-cheat-sheet.com/graphics/emojis/wc.png
Symbols,potable_water,http://www.emoji-cheat-sheet.com/graphics/emojis/potable_water.png
Symbols,put_litter_in_its_place,http://www.emoji-cheat-sheet.com/graphics/emojis/put_litter_in_its_place.png
Symbols,secret,http://www.emoji-cheat-sheet.com/graphics/emojis/secret.png
Symbols,congratulations,http://www.emoji-cheat-sheet.com/graphics/emojis/congratulations.png
Symbols,m,http://www.emoji-cheat-sheet.com/graphics/emojis/m.png
Symbols,passport_control,http://www.emoji-cheat-sheet.com/graphics/emojis/passport_control.png
Symbols,left_luggage,http://www.emoji-cheat-sheet.com/graphics/emojis/left_luggage.png
Symbols,customs,http://www.emoji-cheat-sheet.com/graphics/emojis/customs.png
Symbols,ideograph_advantage,http://www.emoji-cheat-sheet.com/graphics/emojis/ideograph_advantage.png
Symbols,cl,http://www.emoji-cheat-sheet.com/graphics/emojis/cl.png
Symbols,sos,http://www.emoji-cheat-sheet.com/graphics/emojis/sos.png
Symbols,id,http://www.emoji-cheat-sheet.com/graphics/emojis/id.png
Symbols,no_entry_sign,http://www.emoji-cheat-sheet.com/graphics/emojis/no_entry_sign.png
Symbols,underage,http://www.emoji-cheat-sheet.com/graphics/emojis/underage.png
Symbols,no_mobile_phones,http://www.emoji-cheat-sheet.com/graphics/emojis/no_mobile_phones.png
Symbols,do_not_litter,http://www.emoji-cheat-sheet.com/graphics/emojis/do_not_litter.png
Symbols,non-potable_water,http://www.emoji-cheat-sheet.com/graphics/emojis/non-potable_water.png
Symbols,no_bicycles,http://www.emoji-cheat-sheet.com/graphics/emojis/no_bicycles.png
Symbols,no_pedestrians,http://www.emoji-cheat-sheet.com/graphics/emojis/no_pedestrians.png
Symbols,children_crossing,http://www.emoji-cheat-sheet.com/graphics/emojis/children_crossing.png
Symbols,no_entry,http://www.emoji-cheat-sheet.com/graphics/emojis/no_entry.png
Symbols,eight_spoked_asterisk,http://www.emoji-cheat-sheet.com/graphics/emojis/eight_spoked_asterisk.png
Symbols,sparkle,http://www.emoji-cheat-sheet.com/graphics/emojis/sparkle.png
Symbols,eight_pointed_black_star,http://www.emoji-cheat-sheet.com/graphics/emojis/eight_pointed_black_star.png
Symbols,heart_decoration,http://www.emoji-cheat-sheet.com/graphics/emojis/heart_decoration.png
Symbols,vs,http://www.emoji-cheat-sheet.com/graphics/emojis/vs.png
Symbols,vibration_mode,http://www.emoji-cheat-sheet.com/graphics/emojis/vibration_mode.png
Symbols,mobile_phone_off,http://www.emoji-cheat-sheet.com/graphics/emojis/mobile_phone_off.png
Symbols,chart,http://www.emoji-cheat-sheet.com/graphics/emojis/chart.png
Symbols,currency_exchange,http://www.emoji-cheat-sheet.com/graphics/emojis/currency_exchange.png
Symbols,aries,http://www.emoji-cheat-sheet.com/graphics/emojis/aries.png
Symbols,taurus,http://www.emoji-cheat-sheet.com/graphics/emojis/taurus.png
Symbols,gemini,http://www.emoji-cheat-sheet.com/graphics/emojis/gemini.png
Symbols,cancer,http://www.emoji-cheat-sheet.com/graphics/emojis/cancer.png
Symbols,leo,http://www.emoji-cheat-sheet.com/graphics/emojis/leo.png
Symbols,virgo,http://www.emoji-cheat-sheet.com/graphics/emojis/virgo.png
Symbols,libra,http://www.emoji-cheat-sheet.com/graphics/emojis/libra.png
Symbols,scorpius,http://www.emoji-cheat-sheet.com/graphics/emojis/scorpius.png
Symbols,sagittarius,http://www.emoji-cheat-sheet.com/graphics/emojis/sagittarius.png
Symbols,capricorn,http://www.emoji-cheat-sheet.com/graphics/emojis/capricorn.png
Symbols,aquarius,http://www.emoji-cheat-sheet.com/graphics/emojis/aquarius.png
Symbols,pisces,http://www.emoji-cheat-sheet.com/graphics/emojis/pisces.png
Symbols,ophiuchus,http://www.emoji-cheat-sheet.com/graphics/emojis/ophiuchus.png
Symbols,six_pointed_star,http://www.emoji-cheat-sheet.com/graphics/emojis/six_pointed_star.png
Symbols,negative_squared_cross_mark,http://www.emoji-cheat-sheet.com/graphics/emojis/negative_squared_cross_mark.png
Symbols,a,http://www.emoji-cheat-sheet.com/graphics/emojis/a.png
Symbols,b,http://www.emoji-cheat-sheet.com/graphics/emojis/b.png
Symbols,ab,http://www.emoji-cheat-sheet.com/graphics/emojis/ab.png
Symbols,o2,http://www.emoji-cheat-sheet.com/graphics/emojis/o2.png
Symbols,diamond_shape_with_a_dot_inside,http://www.emoji-cheat-sheet.com/graphics/emojis/diamond_shape_with_a_dot_inside.png
Symbols,recycle,http://www.emoji-cheat-sheet.com/graphics/emojis/recycle.png
Symbols,end,http://www.emoji-cheat-sheet.com/graphics/emojis/end.png
Symbols,back,http://www.emoji-cheat-sheet.com/graphics/emojis/back.png
Symbols,on,http://www.emoji-cheat-sheet.com/graphics/emojis/on.png
Symbols,soon,http://www.emoji-cheat-sheet.com/graphics/emojis/soon.png
Symbols,clock1,http://www.emoji-cheat-sheet.com/graphics/emojis/clock1.png
Symbols,clock130,http://www.emoji-cheat-sheet.com/graphics/emojis/clock130.png
Symbols,clock10,http://www.emoji-cheat-sheet.com/graphics/emojis/clock10.png
Symbols,clock1030,http://www.emoji-cheat-sheet.com/graphics/emojis/clock1030.png
Symbols,clock11,http://www.emoji-cheat-sheet.com/graphics/emojis/clock11.png
Symbols,clock1130,http://www.emoji-cheat-sheet.com/graphics/emojis/clock1130.png
Symbols,clock12,http://www.emoji-cheat-sheet.com/graphics/emojis/clock12.png
Symbols,clock1230,http://www.emoji-cheat-sheet.com/graphics/emojis/clock1230.png
Symbols,clock2,http://www.emoji-cheat-sheet.com/graphics/emojis/clock2.png
Symbols,clock230,http://www.emoji-cheat-sheet.com/graphics/emojis/clock230.png
Symbols,clock3,http://www.emoji-cheat-sheet.com/graphics/emojis/clock3.png
Symbols,clock330,http://www.emoji-cheat-sheet.com/graphics/emojis/clock330.png
Symbols,clock4,http://www.emoji-cheat-sheet.com/graphics/emojis/clock4.png
Symbols,clock430,http://www.emoji-cheat-sheet.com/graphics/emojis/clock430.png
Symbols,clock5,http://www.emoji-cheat-sheet.com/graphics/emojis/clock5.png
Symbols,clock530,http://www.emoji-cheat-sheet.com/graphics/emojis/clock530.png
Symbols,clock6,http://www.emoji-cheat-sheet.com/graphics/emojis/clock6.png
Symbols,clock630,http://www.emoji-cheat-sheet.com/graphics/emojis/clock630.png
Symbols,clock7,http://www.emoji-cheat-sheet.com/graphics/emojis/clock7.png
Symbols,clock730,http://www.emoji-cheat-sheet.com/graphics/emojis/clock730.png
Symbols,clock8,http://www.emoji-cheat-sheet.com/graphics/emojis/clock8.png
Symbols,clock830,http://www.emoji-cheat-sheet.com/graphics/emojis/clock830.png
Symbols,clock9,http://www.emoji-cheat-sheet.com/graphics/emojis/clock9.png
Symbols,clock930,http://www.emoji-cheat-sheet.com/graphics/emojis/clock930.png
Symbols,heavy_dollar_sign,http://www.emoji-cheat-sheet.com/graphics/emojis/heavy_dollar_sign.png
Symbols,copyright,http://www.emoji-cheat-sheet.com/graphics/emojis/copyright.png
Symbols,registered,http://www.emoji-cheat-sheet.com/graphics/emojis/registered.png
Symbols,tm,http://www.emoji-cheat-sheet.com/graphics/emojis/tm.png
Symbols,x,http://www.emoji-cheat-sheet.com/graphics/emojis/x.png
Symbols,heavy_exclamation_mark,http://www.emoji-cheat-sheet.com/graphics/emojis/heavy_exclamation_mark.png
Symbols,bangbang,http://www.emoji-cheat-sheet.com/graphics/emojis/bangbang.png
Symbols,interrobang,http://www.emoji-cheat-sheet.com/graphics/emojis/interrobang.png
Symbols,o,http://www.emoji-cheat-sheet.com/graphics/emojis/o.png
Symbols,heavy_multiplication_x,http://www.emoji-cheat-sheet.com/graphics/emojis/heavy_multiplication_x.png
Symbols,heavy_plus_sign,http://www.emoji-cheat-sheet.com/graphics/emojis/heavy_plus_sign.png
Symbols,heavy_minus_sign,http://www.emoji-cheat-sheet.com/graphics/emojis/heavy_minus_sign.png
Symbols,heavy_division_sign,http://www.emoji-cheat-sheet.com/graphics/emojis/heavy_division_sign.png
Symbols,white_flower,http://www.emoji-cheat-sheet.com/graphics/emojis/white_flower.png
Symbols,100,http://www.emoji-cheat-sheet.com/graphics/emojis/100.png
Symbols,heavy_check_mark,http://www.emoji-cheat-sheet.com/graphics/emojis/heavy_check_mark.png
Symbols,ballot_box_with_check,http://www.emoji-cheat-sheet.com/graphics/emojis/ballot_box_with_check.png
Symbols,radio_button,http://www.emoji-cheat-sheet.com/graphics/emojis/radio_button.png
Symbols,link,http://www.emoji-cheat-sheet.com/graphics/emojis/link.png
Symbols,curly_loop,http://www.emoji-cheat-sheet.com/graphics/emojis/curly_loop.png
Symbols,wavy_dash,http://www.emoji-cheat-sheet.com/graphics/emojis/wavy_dash.png
Symbols,part_alternation_mark,http://www.emoji-cheat-sheet.com/graphics/emojis/part_alternation_mark.png
Symbols,trident,http://www.emoji-cheat-sheet.com/graphics/emojis/trident.png
Symbols,black_small_square,http://www.emoji-cheat-sheet.com/graphics/emojis/black_small_square.png
Symbols,white_small_square,http://www.emoji-cheat-sheet.com/graphics/emojis/white_small_square.png
Symbols,black_medium_small_square,http://www.emoji-cheat-sheet.com/graphics/emojis/black_medium_small_square.png
Symbols,white_medium_small_square,http://www.emoji-cheat-sheet.com/graphics/emojis/white_medium_small_square.png
Symbols,black_medium_square,http://www.emoji-cheat-sheet.com/graphics/emojis/black_medium_square.png
Symbols,white_medium_square,http://www.emoji-cheat-sheet.com/graphics/emojis/white_medium_square.png
Symbols,black_large_square,http://www.emoji-cheat-sheet.com/graphics/emojis/black_square.png
Symbols,white_large_square,http://www.emoji-cheat-sheet.com/graphics/emojis/white_large_square.png
Symbols,white_check_mark,http://www.emoji-cheat-sheet.com/graphics/emojis/white_check_mark.png
Symbols,black_square_button,http://www.emoji-cheat-sheet.com/graphics/emojis/black_square_button.png
Symbols,white_square_button,http://www.emoji-cheat-sheet.com/graphics/emojis/white_square_button.png
Symbols,black_circle,http://www.emoji-cheat-sheet.com/graphics/emojis/black_circle.png
Symbols,white_circle,http://www.emoji-cheat-sheet.com/graphics/emojis/white_circle.png
Symbols,red_circle,http://www.emoji-cheat-sheet.com/graphics/emojis/red_circle.png
Symbols,large_blue_circle,http://www.emoji-cheat-sheet.com/graphics/emojis/large_blue_circle.png
Symbols,large_blue_diamond,http://www.emoji-cheat-sheet.com/graphics/emojis/large_blue_diamond.png
Symbols,large_orange_diamond,http://www.emoji-cheat-sheet.com/graphics/emojis/large_orange_diamond.png
Symbols,small_blue_diamond,http://www.emoji-cheat-sheet.com/graphics/emojis/small_blue_diamond.png
Symbols,small_orange_diamond,http://www.emoji-cheat-sheet.com/graphics/emojis/small_orange_diamond.png
Symbols,small_red_triangle,http://www.emoji-cheat-sheet.com/graphics/emojis/small_red_triangle.png
Symbols,small_red_triangle_down,http://www.emoji-cheat-sheet.com/graphics/emojis/small_red_triangle_down.png
Symbols,shipit,http://www.emoji-cheat-sheet.com/graphics/emojis/shipit.png
Campfire also supports a few sounds,/play secret,
Campfire also supports a few sounds,/play trombone,
Campfire also supports a few sounds,/play crickets,
Campfire also supports a few sounds,/play rimshot,
Campfire also supports a few sounds,/play vuvuzela,
Campfire also supports a few sounds,/play tmyk,
Campfire also supports a few sounds,/play live,
Campfire also supports a few sounds,/play drama,
Campfire also supports a few sounds,/play yeah,
Campfire also supports a few sounds,/play greatjob,
Campfire also supports a few sounds,/play pushit,
Campfire also supports a few sounds,/play nyan,
Campfire also supports a few sounds,/play tada,
Campfire also supports a few sounds,/play ohmy,
Campfire also supports a few sounds,/play bueller,
Campfire also supports a few sounds,/play ohyeah,
Campfire also supports a few sounds,/play 56k,
Campfire also supports a few sounds,/play dangerzone,
Campfire also supports a few sounds,/play horn,
Campfire also supports a few sounds,/play horror,
Campfire also supports a few sounds,/play loggins,
Campfire also supports a few sounds,/play yodel,
Campfire also supports a few sounds,/play sax,
Campfire also supports a few sounds,/play noooo,
Campfire also supports a few sounds,/play heygirl,
Campfire also supports a few sounds,/play inconceivable,
Campfire also supports a few sounds,/play deeper,
Campfire also supports a few sounds,/play whoomp,
Campfire also supports a few sounds,/play clowntown,
Campfire also supports a few sounds,/play what,
Campfire also supports a few sounds,/play bezos,
Campfire also supports a few sounds,/play trololo,
Campfire also supports a few sounds,/play makeitso,
Campfire also supports a few sounds,/play sexyback,
Campfire also supports a few sounds,/play bell,
Campfire also supports a few sounds,/play danielsan,
Campfire also supports a few sounds,/play greyjoy,
Campfire also supports a few sounds,/play story,
Campfire also supports a few sounds,/play dadgummit,
Campfire also supports a few sounds,/play rollout,
Campfire also supports a few sounds,/play cottoneyejoe,
Campfire also supports a few sounds,/play rumble,
Campfire also supports a few sounds,/play guarantee,
Campfire also supports a few sounds,/play unix,
Campfire also supports a few sounds,/play letitgo,
Campfire also supports a few sounds,/play wups,
Campfire also supports a few sounds,/play flawless,
Campfire also supports a few sounds,/play butts,
section,emoji_handle,emoji_link
People,bowtie,http://www.emoji-cheat-sheet.com/graphics/emojis/bowtie.png
People,smile,http://www.emoji-cheat-sheet.com/graphics/emojis/smile.png
People,laughing,http://www.emoji-cheat-sheet.com/graphics/emojis/laughing.png
People,blush,http://www.emoji-cheat-sheet.com/graphics/emojis/blush.png
People,smiley,http://www.emoji-cheat-sheet.com/graphics/emojis/smiley.png
People,relaxed,http://www.emoji-cheat-sheet.com/graphics/emojis/relaxed.png
People,smirk,http://www.emoji-cheat-sheet.com/graphics/emojis/smirk.png
People,heart_eyes,http://www.emoji-cheat-sheet.com/graphics/emojis/heart_eyes.png
People,kissing_heart,http://www.emoji-cheat-sheet.com/graphics/emojis/kissing_heart.png
People,kissing_closed_eyes,http://www.emoji-cheat-sheet.com/graphics/emojis/kissing_closed_eyes.png
People,flushed,http://www.emoji-cheat-sheet.com/graphics/emojis/flushed.png
People,relieved,http://www.emoji-cheat-sheet.com/graphics/emojis/relieved.png
People,satisfied,http://www.emoji-cheat-sheet.com/graphics/emojis/satisfied.png
People,grin,http://www.emoji-cheat-sheet.com/graphics/emojis/grin.png
People,wink,http://www.emoji-cheat-sheet.com/graphics/emojis/wink.png
People,stuck_out_tongue_winking_eye,http://www.emoji-cheat-sheet.com/graphics/emojis/stuck_out_tongue_winking_eye.png
People,stuck_out_tongue_closed_eyes,http://www.emoji-cheat-sheet.com/graphics/emojis/stuck_out_tongue_closed_eyes.png
People,grinning,http://www.emoji-cheat-sheet.com/graphics/emojis/grinning.png
People,kissing,http://www.emoji-cheat-sheet.com/graphics/emojis/kissing.png
People,kissing_smiling_eyes,http://www.emoji-cheat-sheet.com/graphics/emojis/kissing_smiling_eyes.png
People,stuck_out_tongue,http://www.emoji-cheat-sheet.com/graphics/emojis/stuck_out_tongue.png
People,sleeping,http://www.emoji-cheat-sheet.com/graphics/emojis/sleeping.png
People,worried,http://www.emoji-cheat-sheet.com/graphics/emojis/worried.png
People,frowning,http://www.emoji-cheat-sheet.com/graphics/emojis/frowning.png
People,anguished,http://www.emoji-cheat-sheet.com/graphics/emojis/anguished.png
People,open_mouth,http://www.emoji-cheat-sheet.com/graphics/emojis/open_mouth.png
People,grimacing,http://www.emoji-cheat-sheet.com/graphics/emojis/grimacing.png
People,confused,http://www.emoji-cheat-sheet.com/graphics/emojis/confused.png
People,hushed,http://www.emoji-cheat-sheet.com/graphics/emojis/hushed.png
People,expressionless,http://www.emoji-cheat-sheet.com/graphics/emojis/expressionless.png
People,unamused,http://www.emoji-cheat-sheet.com/graphics/emojis/unamused.png
People,sweat_smile,http://www.emoji-cheat-sheet.com/graphics/emojis/sweat_smile.png
People,sweat,http://www.emoji-cheat-sheet.com/graphics/emojis/sweat.png
People,disappointed_relieved,http://www.emoji-cheat-sheet.com/graphics/emojis/disappointed_relieved.png
People,weary,http://www.emoji-cheat-sheet.com/graphics/emojis/weary.png
People,pensive,http://www.emoji-cheat-sheet.com/graphics/emojis/pensive.png
People,disappointed,http://www.emoji-cheat-sheet.com/graphics/emojis/disappointed.png
People,confounded,http://www.emoji-cheat-sheet.com/graphics/emojis/confounded.png
People,fearful,http://www.emoji-cheat-sheet.com/graphics/emojis/fearful.png
People,cold_sweat,http://www.emoji-cheat-sheet.com/graphics/emojis/cold_sweat.png
People,persevere,http://www.emoji-cheat-sheet.com/graphics/emojis/persevere.png
People,cry,http://www.emoji-cheat-sheet.com/graphics/emojis/cry.png
People,sob,http://www.emoji-cheat-sheet.com/graphics/emojis/sob.png
People,joy,http://www.emoji-cheat-sheet.com/graphics/emojis/joy.png
People,astonished,http://www.emoji-cheat-sheet.com/graphics/emojis/astonished.png
People,scream,http://www.emoji-cheat-sheet.com/graphics/emojis/scream.png
People,neckbeard,http://www.emoji-cheat-sheet.com/graphics/emojis/neckbeard.png
People,tired_face,http://www.emoji-cheat-sheet.com/graphics/emojis/tired_face.png
People,angry,http://www.emoji-cheat-sheet.com/graphics/emojis/angry.png
People,rage,http://www.emoji-cheat-sheet.com/graphics/emojis/rage.png
People,triumph,http://www.emoji-cheat-sheet.com/graphics/emojis/triumph.png
People,sleepy,http://www.emoji-cheat-sheet.com/graphics/emojis/sleepy.png
People,yum,http://www.emoji-cheat-sheet.com/graphics/emojis/yum.png
People,mask,http://www.emoji-cheat-sheet.com/graphics/emojis/mask.png
People,sunglasses,http://www.emoji-cheat-sheet.com/graphics/emojis/sunglasses.png
People,dizzy_face,http://www.emoji-cheat-sheet.com/graphics/emojis/dizzy_face.png
People,imp,http://www.emoji-cheat-sheet.com/graphics/emojis/imp.png
People,smiling_imp,http://www.emoji-cheat-sheet.com/graphics/emojis/smiling_imp.png
People,neutral_face,http://www.emoji-cheat-sheet.com/graphics/emojis/neutral_face.png
People,no_mouth,http://www.emoji-cheat-sheet.com/graphics/emojis/no_mouth.png
People,innocent,http://www.emoji-cheat-sheet.com/graphics/emojis/innocent.png
People,alien,http://www.emoji-cheat-sheet.com/graphics/emojis/alien.png
People,yellow_heart,http://www.emoji-cheat-sheet.com/graphics/emojis/yellow_heart.png
People,blue_heart,http://www.emoji-cheat-sheet.com/graphics/emojis/blue_heart.png
People,purple_heart,http://www.emoji-cheat-sheet.com/graphics/emojis/purple_heart.png
People,heart,http://www.emoji-cheat-sheet.com/graphics/emojis/heart.png
People,green_heart,http://www.emoji-cheat-sheet.com/graphics/emojis/green_heart.png
People,broken_heart,http://www.emoji-cheat-sheet.com/graphics/emojis/broken_heart.png
People,heartbeat,http://www.emoji-cheat-sheet.com/graphics/emojis/heartbeat.png
People,heartpulse,http://www.emoji-cheat-sheet.com/graphics/emojis/heartpulse.png
People,two_hearts,http://www.emoji-cheat-sheet.com/graphics/emojis/two_hearts.png
People,revolving_hearts,http://www.emoji-cheat-sheet.com/graphics/emojis/revolving_hearts.png
People,cupid,http://www.emoji-cheat-sheet.com/graphics/emojis/cupid.png
People,sparkling_heart,http://www.emoji-cheat-sheet.com/graphics/emojis/sparkling_heart.png
People,sparkles,http://www.emoji-cheat-sheet.com/graphics/emojis/sparkles.png
People,star,http://www.emoji-cheat-sheet.com/graphics/emojis/star.png
People,star2,http://www.emoji-cheat-sheet.com/graphics/emojis/star2.png
People,dizzy,http://www.emoji-cheat-sheet.com/graphics/emojis/dizzy.png
People,boom,http://www.emoji-cheat-sheet.com/graphics/emojis/boom.png
People,collision,http://www.emoji-cheat-sheet.com/graphics/emojis/collision.png
People,anger,http://www.emoji-cheat-sheet.com/graphics/emojis/anger.png
People,exclamation,http://www.emoji-cheat-sheet.com/graphics/emojis/exclamation.png
People,question,http://www.emoji-cheat-sheet.com/graphics/emojis/question.png
People,grey_exclamation,http://www.emoji-cheat-sheet.com/graphics/emojis/grey_exclamation.png
People,grey_question,http://www.emoji-cheat-sheet.com/graphics/emojis/grey_question.png
People,zzz,http://www.emoji-cheat-sheet.com/graphics/emojis/zzz.png
People,dash,http://www.emoji-cheat-sheet.com/graphics/emojis/dash.png
People,sweat_drops,http://www.emoji-cheat-sheet.com/graphics/emojis/sweat_drops.png
People,notes,http://www.emoji-cheat-sheet.com/graphics/emojis/notes.png
